,52W High,52W Low,52W Range,ATR,Avg Volume,Beta,Book\/sh,Cash\/sh,Change,Current Ratio,Date,Debt\/Eq,Dividend,Dividend %,EPS (ttm),EPS Next Y Perc,EPS Q\/Q,EPS next 5Y,EPS next Q,EPS next Y,EPS past 5Y,EPS this Y,Earnings,Employees,Forward P\/E,Gross Margin,Income,Index,Industry,Insider Own,Insider Trans,Inst Own,Inst Trans,LT Debt\/Eq,Market Cap,Oper. Margin,Optionable,PEG,P\/B,P\/C,P\/E,P\/FCF,P\/S,Payout,Perf Half Y,Perf Month,Perf Quarter,Perf Week,Perf YTD,Perf Year,Prev Close,Price,Profit Margin,Quick Ratio,ROA,ROE,ROI,RSI (14),Recom,Rel Volume,SMA20,SMA200,SMA50,Sales,Sales Q\/Q,Sales past 5Y,Sector,Short Float,Short Ratio,Shortable,Shs Float,Shs Outstand,Target Price,Ticker,Volatility,Volume,_id,_rev,Day 1,Day 2,Day 3,Day 4,Day 5
SSYS_11-14-2017,-25.32%,40.83%,16.37 - 30.88,0.98,709.47K,1.43,21.43,5.87,0.1461,3.30,11-14-2017,0.02,-,-,-1.05,45.78%,68.00%,36.00%,0.05,0.54,-28.80%,94.50%,Nov 14 BMO,2500,37.61,47.60%,-55.40M,-,Computer Peripherals,6.09%,0.00%,69.80%,-1.24%,0.02,1.08B,-9.90%,Yes,-,0.94,3.43,-,18.70,1.62,-,-34.38%,-6.03%,-9.45%,-5.58%,21.64%,-4.10%,20.12,23.06,-8.30%,2.60,-4.10%,-4.90%,-6.70%,56.77,3.00,17.36,6.41%,-0.38%,2.03%,665.60M,-1.20%,34.00%,Technology,14.27%,9.97,Yes,49.54M,53.71M,26.27,SSYS,3.86% 4.53%,946085,SSYS_11-14-2017,1-ebf866381cb50945a009122d8bcce0fc,-0.10884648742411096,-0.08716392020815256,-0.09713790112749343,-0.0650477016478751,-0.057241977450130155
SSYS_11-01-2017,-30.67%,30.75%,16.37 - 30.88,0.98,675.52K,1.40,21.43,5.80,-0.0493,3.30,11-01-2017,0.02,-,-,-1.05,45.78%,68.00%,36.00%,0.05,0.54,-28.80%,94.50%,Nov 14 BMO,2500,42.09,47.60%,-55.40M,-,Computer Peripherals,6.09%,0.00%,70.90%,0.34%,0.02,1.22B,-9.90%,Yes,-,1.05,3.88,-,21.16,1.84,-,-13.82%,-7.63%,-7.13%,-4.05%,36.15%,17.78%,22.52,21.41,-8.30%,2.60,-4.10%,-4.90%,-6.70%,42.73,2.90,5.42,-5.32%,-7.30%,-6.21%,665.60M,-1.20%,34.00%,Technology,12.51%,9.17,Yes,49.54M,54.31M,26.55,SSYS,3.66% 4.22%,272476,SSYS_11-01-2017,1-833b987325b45b2e0d37f517d3b6dd56,-0.039234002802428725,-0.04530593180756648,-0.019617001401214473,-0.03269500233535727,-0.03316207379729108
STAA_11-09-2017,8.57%,69.83%,8.95 - 14.00,0.51,97.61K,1.08,0.94,0.32,0.11359999999999999,2.50,11-09-2017,0.18,-,-,-0.13,172.70%,55.50%,25.00%,-0.04,0.08,-59.20%,-80.70%,Nov 08 AMC,336,170.62,72.00%,-5.10M,-,Medical Instruments & Supplies,0.20%,0.00%,77.60%,0.72%,0.03,576.71M,-4.60%,Yes,-,14.52,43.04,-,-,6.82,-,44.44%,2.63%,25.81%,4.20%,25.81%,49.18%,13.65,15.20,-6.10%,1.80,-7.80%,-13.60%,-27.60%,71.37,2.00,11.41,15.66%,41.83%,20.85%,84.50M,4.30%,5.60%,Healthcare,3.74%,15.56,Yes,40.59M,42.25M,15.25,STAA,4.61% 3.79%,88268,STAA_11-09-2017,1-22f9e5e020fbc95282f7e69e49276881,-0.016447368421052655,-0.013157894736842035,-0.006578947368421018,0.019736842105263275,0.023026315789473673
STKL_11-08-2017,-20.59%,35.00%,6.00 - 10.20,0.34,358.23K,1.75,4.18,0.04,-0.0795,1.30,11-08-2017,1.30,-,-,-0.57,1553.85%,90.20%,15.00%,0.02,0.22,-34.70%,-71.40%,Nov 08 BMO,2000,40.93,10.50%,-48.60M,-,Processed & Packaged Goods,2.20%,11.58%,62.50%,6.47%,0.63,799.39M,-2.80%,Yes,-,2.11,228.40,-,50.92,0.61,-,10.00%,-5.38%,-1.68%,-5.88%,24.82%,36.43%,8.80,8.10,-3.70%,0.40,-4.20%,-13.10%,-0.90%,28.10,1.50,4.95,-12.17%,-3.53%,-8.58%,1.31B,-3.30%,5.70%,Consumer Goods,2.33%,5.52,Yes,84.91M,90.84M,11.00,STKL,5.47% 3.46%,136243,STKL_11-08-2017,1-52c0364a68393bf42088117e874a5860,-0.08024691358024683,-0.08024691358024683,-0.12962962962962965,-0.09876543209876543,-0.07407407407407407
STMP_11-03-2017,-22.52%,93.60%,93.30 - 233.13,7.32,422.24K,0.02,23.79,6.71,-0.18359999999999999,2.30,11-03-2017,0.33,-,-,6.18,4.73%,118.00%,15.00%,1.95,8.44,18.90%,-7.50%,Nov 02 AMC,700,26.23,83.00%,111.90M,-,Application Software,5.10%,-43.46%,-,-,0.32,3.64B,35.60%,Yes,2.39,9.30,32.96,35.82,27.27,8.66,0.00%,97.19%,1.98%,4.73%,3.39%,92.98%,134.62%,221.25,180.63,26.70%,2.30,18.50%,29.50%,15.10%,28.87,1.70,14.80,-18.25%,16.44%,-13.47%,419.60M,38.20%,29.10%,Technology,14.57%,5.45,Yes,15.80M,16.43M,238.83,STMP,2.98% 3.15%,510353,STMP_11-03-2017,1-fa1fb0f17e7013118063ccea86ec28ea,-0.09826717599512813,0.010906272490726954,-0.04002657365886064,-0.020096329513369815,-0.02507889054974255
STRL_10-31-2017,12.96%,195.76%,6.13 - 16.05,0.57,439.30K,0.34,4.87,2.25,0.17350000000000002,1.40,10-31-2017,0.68,-,-,-0.17,145.38%,48.80%,11.00%,0.22,0.96,29.20%,62.10%,Oct 30 AMC,1684,16.14,7.60%,-2.50M,-,Heavy Construction,4.70%,0.32%,77.20%,-2.84%,0.67,412.82M,0.50%,Yes,-,3.17,6.87,-,-,0.53,-,56.69%,1.44%,18.39%,5.82%,82.62%,102.23%,15.45,18.13,-0.30%,1.20,-0.70%,-2.20%,-4.30%,81.21,1.70,7.72,20.83%,61.67%,29.80%,773.80M,30.00%,6.60%,Industrial Goods,3.40%,1.98,Yes,25.65M,26.72M,17.50,STRL,4.27% 3.84%,277025,STRL_10-31-2017,1-6c7b31f13dec964697f00afe60380b0a,0.027027027027027195,-0.02868174296745718,-0.03364589078874791,-0.030336458907887498,-0.04522890237175958
SWCH_11-14-2017,-25.66%,2.83%,18.00 - 24.90,0.79,3.31M,-,0.73,0.20,-0.0759,0.60,11-14-2017,5.78,-,-,0.13,2300.00%,-19.30%,22.19%,0.07,0.22,-,-57.30%,Nov 13 AMC,689,91.05,46.50%,31.40M,-,Information Technology Services,0.80%,-,-,-,5.72,4.93B,-,Yes,7.11,27.40,98.94,157.72,-,14.29,-,-,1.57%,-,9.69%,-3.89%,-,20.03,18.51,-,0.60,-,-,6.30%,-,2.30,2.28,-1.98%,-3.12%,-3.12%,344.80M,14.00%,-,Technology,13.88%,1.53,Yes,36.37M,245.98M,20.75,SWCH,3.89% 3.10%,578862,SWCH_11-14-2017,1-d74d6c5ce58249ccfc74f6ef49ff74eb,0.010264721772015095,0.03673689897352772,0.01836844948676397,0.0,0.002160994057266219
SWIR_11-27-2017,-27.54%,56.95%,14.75 - 31.95,0.81,305.03K,3.21,12.11,2.36,0.1157,1.90,11-27-2017,0.00,-,-,0.71,12.46%,167.90%,21.00%,0.25,1.14,18.10%,672.40%,Nov 02 AMC,1162,20.36,36.00%,23.40M,-,Communication Equipment,6.60%,0.00%,27.10%,-4.55%,0.00,744.04M,3.20%,Yes,1.56,1.91,9.80,32.70,-,1.11,0.00%,-15.36%,5.23%,7.42%,21.20%,47.45%,47.92%,20.75,23.15,3.50%,1.50,4.00%,6.20%,4.70%,69.90,2.60,3.23,12.93%,-8.82%,8.10%,671.60M,12.80%,13.10%,Technology,3.45%,3.58,Yes,31.65M,32.14M,27.51,SWIR,4.17% 3.89%,984967,SWIR_11-27-2017,1-a087d6b10c6b5c7a71a0bdc1153191ae,,,,,
SWM_11-02-2017,-4.79%,26.76%,35.31 - 47.01,0.77,137.27K,1.29,17.91,3.21,0.06570000000000001,3.10,11-02-2017,1.32,1.68,4.00%,2.34,7.14%,-13.80%,5.00%,0.82,3.38,0.90%,-8.80%,Nov 01 AMC,3000,12.44,29.70%,71.50M,-,Paper & Paper Products,0.30%,48.95%,87.00%,-0.02%,1.32,1.28B,11.50%,Yes,3.58,2.35,13.07,17.92,18.77,1.43,70.50%,2.46%,1.06%,4.50%,0.70%,-7.75%,16.89%,42.00,44.76,8.00%,2.10,5.30%,13.70%,9.60%,77.13,1.00,2.05,7.09%,11.16%,11.37%,896.60M,17.50%,1.00%,Consumer Goods,0.45%,0.99,Yes,30.09M,30.43M,50.50,SWM,1.93% 1.72%,20895,SWM_11-02-2017,1-523235aab74001fc66d6ed0e24ea98ce,0.006925826630920451,-0.02122430741733683,-0.034405719392314515,-0.02100089365504909,-0.024128686327077764
SYMC_11-02-2017,-14.20%,28.92%,22.76 - 34.20,0.63,6.20M,1.17,5.56,-,-0.0876,1.00,11-02-2017,1.83,0.30,0.93%,-0.67,12.36%,-269.70%,1.90%,0.43,2.02,-17.50%,68.80%,Nov 01 AMC,13000,15.94,77.70%,-412.00M,S&P 500,Security Software & Services,0.50%,-37.56%,-,11.22%,1.83,19.62B,-5.80%,Yes,-,5.78,-,-,43.60,4.55,-,-0.19%,-2.60%,6.24%,-0.06%,34.62%,27.52%,32.16,29.34,-8.70%,1.00,-2.20%,-10.20%,-0.60%,31.22,2.60,8.36,-9.25%,-3.05%,-8.46%,4.31B,32.90%,-9.80%,Technology,3.59%,3.52,Yes,608.31M,610.13M,33.08,SYMC,2.14% 1.77%,3856888,SYMC_11-02-2017,1-9d7688029ae80103830a9e2d18dc9b91,0.002044989775051187,0.013633265167007469,-0.020109066121336006,-0.022835719154737477,-0.036809815950920144
SYNA_11-08-2017,-32.09%,29.94%,33.73 - 64.54,1.33,968.13K,1.20,21.46,10.54,0.2101,2.60,11-08-2017,0.29,-,-,1.37,6.99%,357.80%,12.50%,0.97,4.69,-2.70%,-28.00%,Nov 07 AMC,1774,7.73,30.50%,48.80M,-,Application Software,0.60%,-32.67%,-,1.03%,0.27,1.26B,3.90%,Yes,2.11,1.69,3.44,26.38,8.27,0.74,0.00%,-36.71%,-2.19%,-14.90%,-2.42%,-32.40%,-34.10%,36.22,43.83,2.80%,2.10,3.80%,6.80%,5.70%,69.70,2.70,20.43,19.75%,-10.46%,14.54%,1.72B,31.70%,25.70%,Technology,26.72%,9.23,Yes,33.44M,34.90M,52.77,SYNA,4.73% 3.56%,1518874,SYNA_11-08-2017,1-a2a7e924ff1bfb8d6b4d4dd64e57da75,-0.03216974674880213,-0.09970339949806062,-0.1232032854209445,-0.15719826602783482,-0.13027606662103586
SYRS_11-14-2017,-54.69%,8.07%,10.22 - 24.38,1.14,174.06K,-,2.99,3.04,-0.052000000000000005,9.00,11-14-2017,0.00,-,-,-1.74,-36.20%,18.90%,-,-0.55,-2.86,-,-165.30%,Nov 13 BMO,55,-,-,-49.70M,-,Biotechnology,1.60%,-,72.20%,-6.38%,0.00,313.38M,-,Yes,-,3.90,3.83,-,-,223.85,-,-28.70%,-30.86%,-47.83%,-16.90%,-4.19%,-12.21%,11.65,11.04,-,9.00,-55.60%,-62.00%,-59.30%,32.15,2.00,0.05,-24.68%,-30.64%,-29.18%,1.40M,-,-,Healthcare,4.62%,5.63,Yes,21.23M,26.90M,25.33,SYRS,8.49% 8.42%,641,SYRS_11-14-2017,1-a3f8c88a22ecc1672bdc0affca19e79a,0.01902173913043481,0.0778985507246377,0.08061594202898559,0.11413043478260887,0.16394927536231885
SYX_11-01-2017,2.08%,327.13%,7.05 - 29.50,1.03,101.46K,0.15,6.06,4.36,0.0547,1.90,11-01-2017,0.00,0.40,1.40%,0.66,18.25%,734.60%,12.00%,0.29,1.49,-16.50%,83.70%,Nov 06 AMC,2800,19.16,22.30%,24.80M,-,Technical & System Software,0.90%,-30.72%,25.70%,1.16%,0.00,1.05B,2.60%,Yes,3.58,4.71,6.55,43.00,-,0.72,-,121.15%,5.27%,21.64%,0.88%,225.54%,265.79%,28.55,30.11,-0.90%,1.40,-2.40%,-5.80%,-2.80%,70.73,1.00,1.97,6.98%,73.33%,14.41%,1.45B,5.10%,-14.50%,Technology,1.91%,2.57,Yes,13.68M,36.66M,31.00,SYX,3.68% 3.25%,14869,SYX_11-01-2017,1-9aa7024b86501821d43e164bad313534,0.022583859182995658,-0.012288276320159497,0.029558286283626778,-0.009299236134174715,0.04616406509465287
S_11-06-2017,-38.81%,-2.39%,6.05 - 9.65,0.26,13.64M,0.83,4.76,1.66,-0.11470000000000001,1.10,11-06-2017,2.02,-,-,-0.15,-,66.30%,5.00%,-0.05,0.04,-73.48%,39.70%,Oct 25 BMO,28000,190.57,57.80%,-604.00M,-,Wireless Communications,0.80%,-0.08%,15.00%,-0.56%,1.80,25.70B,7.70%,Yes,-,1.40,4.01,-,5.05,0.77,-,-14.05%,-11.07%,-22.62%,-4.58%,-20.78%,9.88%,6.67,5.91,-1.80%,1.00,-0.70%,-3.20%,2.20%,28.70,2.70,9.89,-14.78%,-28.25%,-21.63%,33.17B,-3.90%,-,Technology,15.83%,7.45,Yes,642.18M,3.85B,7.28,S,5.93% 3.73%,10356118,S_11-06-2017,1-5843bcfbe757851864f04387a9abe670,-0.011844331641285955,0.032148900169204575,0.032148900169204575,0.015228426395939021,0.013536379018612488
TARO_11-24-2017,-10.13%,22.82%,94.00 - 128.46,3.79,96.28K,0.66,54.59,34.65,0.049,9.60,11-24-2017,0.00,-,-,8.11,-15.85%,-56.50%,-12.95%,-,7.99,59.90%,-12.50%,Nov 14 AMC,1413,14.45,73.90%,330.10M,-,Drug Manufacturers - Other,36.60%,0.00%,14.80%,-5.67%,0.00,4.66B,53.10%,Yes,-,2.11,3.33,14.23,12.20,6.23,0.00%,11.14%,5.92%,12.46%,2.37%,9.67%,11.20%,110.06,115.45,44.10%,8.80,14.20%,15.70%,19.90%,54.59,3.00,1.68,1.87%,3.21%,3.75%,748.00M,-25.70%,43.40%,Healthcare,14.89%,17.03,Yes,11.01M,40.37M,100.00,TARO,2.96% 3.68%,161911,TARO_11-24-2017,1-5aa60611f9883ec6eb17adecd03b62b2,-0.06141186660892162,,,,
TARO_11-27-2017,-15.65%,15.28%,94.00 - 128.46,4.02,96.98K,0.65,54.59,36.22,-0.061399999999999996,9.60,11-27-2017,0.00,-,-,8.11,-15.85%,-56.50%,-12.95%,-,7.99,59.90%,-12.50%,Nov 14 AMC,1413,13.56,73.90%,330.10M,-,Drug Manufacturers - Other,36.60%,0.00%,14.80%,-5.82%,0.00,4.18B,53.10%,Yes,-,1.98,2.99,13.36,10.96,5.59,0.00%,3.49%,-0.19%,5.52%,-4.27%,2.94%,0.80%,115.45,108.36,44.10%,8.80,14.20%,15.70%,19.90%,43.52,3.00,3.26,-4.68%,-3.17%,-2.79%,748.00M,-25.70%,43.40%,Healthcare,14.89%,16.91,Yes,11.01M,38.62M,100.00,TARO,3.92% 3.91%,315972,TARO_11-27-2017,1-b4d61421952dd0f6cf4aa02af0d229f5,,,,,
TAST_11-08-2017,-37.32%,14.58%,9.60 - 17.55,0.33,268.82K,0.11,4.54,0.92,0.068,1.00,11-08-2017,1.76,-,-,0.57,42.68%,-35.70%,25.00%,0.07,0.22,103.20%,-60.00%,Nov 08 BMO,21500,45.98,33.70%,26.80M,-,Restaurants,5.29%,0.00%,89.40%,0.84%,1.75,375.85M,2.60%,Yes,0.72,2.27,11.15,17.98,6.62,0.38,0.00%,-22.85%,-6.79%,-6.79%,-8.44%,-32.46%,-17.60%,10.30,11.00,2.70%,0.80,5.30%,18.00%,17.00%,47.64,1.30,2.99,-2.09%,-14.08%,-1.73%,999.00M,15.80%,22.10%,Services,4.94%,6.29,Yes,34.25M,36.49M,15.25,TAST,3.30% 3.03%,61651,TAST_11-08-2017,1-9bd59540142e21905ab6993980f7d602,-0.08636363636363631,0.00454545454545463,0.036363636363636376,0.0663636363636364,0.09999999999999987
TBI_10-31-2017,-10.80%,53.75%,16.65 - 28.70,0.56,284.30K,2.33,12.83,0.70,0.0779,1.70,10-31-2017,0.21,-,-,1.42,8.31%,120.50%,10.00%,0.58,1.83,-20.10%,-121.40%,Oct 30 AMC,6000,13.01,25.10%,59.30M,-,Staffing & Outsourcing Services,1.40%,-15.84%,94.40%,-0.25%,0.16,991.33M,2.90%,Yes,1.68,1.85,34.07,16.76,8.64,0.38,0.00%,-12.04%,5.79%,6.98%,0.00%,-3.65%,40.12%,23.75,25.60,2.30%,1.70,5.40%,11.30%,-1.80%,73.32,3.00,1.74,8.44%,3.12%,16.34%,2.61B,-9.30%,15.90%,Services,0.89%,1.28,Yes,41.09M,41.74M,24.33,TBI,2.82% 2.22%,40497,TBI_10-31-2017,1-1d8ecfd4fda5c7bc251c5a07641dbd6e,0.05859375,0.021484374999999778,0.029296875,0.04296875,0.06054687499999978
TCAP_11-02-2017,-54.00%,-23.15%,12.18 - 20.35,0.28,471.08K,0.99,14.84,1.35,-0.2359,-,11-02-2017,0.75,1.80,14.69%,0.51,4.20%,-121.40%,5.00%,0.41,1.74,-20.20%,-34.70%,Nov 01 AMC,26,7.06,77.10%,20.30M,-,Credit Services,1.20%,-0.52%,32.10%,-0.21%,0.75,589.10M,58.40%,Yes,4.77,0.83,9.06,23.83,-,4.91,350.20%,-31.41%,-13.79%,-19.88%,-2.47%,-33.21%,-35.66%,12.25,9.36,16.90%,-,1.70%,3.00%,5.10%,12.30,1.90,15.01,-28.92%,-44.63%,-30.74%,120.00M,9.90%,12.40%,Financial,1.10%,1.07,Yes,45.87M,48.09M,17.28,TCAP,1.73% 2.03%,525727,TCAP_11-02-2017,1-b9e43b59266611b0637b1b4e90b87684,0.03205128205128216,0.03632478632478642,0.02777777777777768,0.04166666666666674,0.014957264957265126
TCMD_11-20-2017,-26.05%,94.92%,14.37 - 37.88,1.37,289.27K,-,3.85,2.20,0.0781,6.00,11-20-2017,0.00,-,-,0.32,-35.81%,465.80%,20.00%,0.12,0.19,-,457.10%,Nov 07 AMC,335,136.74,47.40%,6.00M,-,Medical Instruments & Supplies,5.20%,-86.38%,90.09%,44.73%,0.00,462.18M,1.30%,No,4.07,6.75,11.82,81.44,144.43,4.49,0.00%,8.79%,-18.61%,-21.94%,2.97%,58.32%,38.12%,25.98,28.01,0.10%,5.20,0.20%,0.20%,4.80%,50.53,1.30,6.99,1.33%,9.05%,-8.06%,102.90M,-21.30%,-,Healthcare,17.25%,9.81,Yes,16.45M,17.79M,37.10,TCMD,4.23% 5.44%,155170,TCMD_11-20-2017,1-5be8d7ea899a8baa320e7a56aaee928c,-0.003213138164941065,-0.011424491253123947,-0.006426276329882352,-0.03712959657265269,
TCMD_11-08-2017,-33.65%,74.88%,14.37 - 37.88,1.17,271.01K,-,3.85,2.24,-0.0588,6.00,11-08-2017,0.00,-,-,0.26,-22.96%,465.80%,20.00%,0.04,0.21,-,457.10%,Nov 07 AMC,335,128.37,72.80%,4.80M,-,Medical Instruments & Supplies,5.30%,-86.46%,91.00%,7.88%,0.00,465.38M,2.20%,No,5.15,6.94,11.90,103.09,145.43,4.79,0.00%,22.20%,-14.86%,-19.02%,-6.94%,62.71%,51.96%,26.70,25.13,5.00%,5.20,6.70%,8.00%,4.80%,22.82,1.60,3.06,-15.83%,-0.57%,-20.72%,97.20M,-21.30%,-,Healthcare,14.15%,8.63,Yes,16.52M,17.43M,37.30,TCMD,5.22% 3.69%,63708,TCMD_11-08-2017,1-dd30c430a4928945461cba638946080c,-0.005571030640668551,0.0003979307600479043,0.03064066852367686,0.053322721846398746,0.06565857540787912
TDC_11-02-2017,5.86%,38.22%,26.27 - 34.30,0.59,1.32M,1.23,6.82,8.48,0.0907,2.00,11-02-2017,0.63,-,-,0.77,2.49%,-106.40%,2.18%,0.23,1.28,-14.30%,162.00%,Nov 02 BMO,10093,26.05,49.30%,101.00M,-,Data Storage Devices,0.20%,-5.82%,-,-0.19%,0.58,4.26B,8.50%,Yes,19.96,4.88,3.92,43.52,11.67,1.95,0.00%,14.60%,-2.38%,3.32%,2.15%,22.52%,22.84%,33.29,36.31,4.60%,1.90,4.20%,10.80%,8.80%,75.50,3.40,4.32,10.36%,18.63%,11.67%,2.18B,-14.40%,-0.30%,Technology,15.69%,14.80,Yes,124.84M,127.90M,29.69,TDC,2.23% 1.77%,425226,TDC_11-02-2017,1-ac598935124cf05bbba2aea1f5420bc3,-0.0013770311209034825,-0.01101624896722686,-0.049022307904158624,-0.039383090057835246,-0.0049573120352519595
TDOC_11-02-2017,-13.18%,108.97%,15.60 - 37.55,1.35,968.86K,-,7.32,8.08,0.0584,23.20,11-02-2017,0.00,-,-,-1.54,19.90%,26.50%,20.00%,-0.53,-1.17,-,39.80%,Nov 01 AMC,672,-,75.00%,-75.10M,-,Healthcare Information Services,1.50%,-26.76%,-,-4.50%,0.61,1.68B,-45.30%,Yes,-,4.21,3.81,-,-,10.67,-,23.94%,-11.24%,1.82%,-3.75%,86.67%,86.67%,30.80,32.60,-47.80%,23.20,-17.60%,-24.70%,-26.00%,48.99,1.90,3.21,-1.20%,13.11%,-0.98%,157.30M,68.30%,-,Technology,32.53%,18.30,Yes,54.51M,54.51M,38.27,TDOC,5.48% 3.90%,231455,TDOC_11-02-2017,1-fbe6545df68229ee47aae943707028fc,-0.00613496932515345,-0.004601226993865004,-0.049079754601227044,-0.09969325153374231,-0.1119631901840491
TDOC_11-21-2017,-12.92%,108.95%,15.65 - 37.55,1.47,1.00M,-,7.91,3.00,0.0757,5.10,11-21-2017,0.83,-,-,-1.45,22.30%,14.60%,20.00%,-0.42,-1.22,-,39.80%,Nov 01 AMC,1247,-,74.70%,-76.70M,-,Healthcare Information Services,1.50%,-19.10%,-,7.61%,0.83,1.75B,-33.80%,Yes,-,3.84,10.12,-,-,9.04,-,4.65%,-11.24%,4.47%,3.40%,84.24%,74.71%,30.40,32.70,-39.60%,5.10,-13.50%,-21.60%,-26.00%,58.25,1.90,5.04,6.48%,10.88%,1.31%,193.50M,112.00%,-,Technology,32.70%,18.25,Yes,55.93M,57.56M,39.00,TDOC,5.17% 5.28%,387447,TDOC_11-21-2017,1-391e6f27172e07f8bf46ec1a62bd07aa,0.042813455657492394,0.07798165137614665,0.12385321100917412,,
TEDU_11-21-2017,-34.52%,13.50%,12.52 - 21.70,0.46,358.19K,1.07,4.20,3.55,-0.1057,2.50,11-21-2017,0.00,0.32,2.01%,0.60,24.24%,-14.30%,3.91%,0.32,1.02,88.30%,34.70%,Nov 20 AMC,6257,15.66,70.30%,35.70M,-,Education & Training Services,26.85%,0.00%,47.80%,-1.66%,0.00,894.77M,12.20%,No,6.81,3.78,4.48,26.62,-,3.42,25.30%,-10.18%,9.97%,12.62%,8.32%,6.00%,6.50%,15.89,14.21,13.60%,2.50,11.00%,15.30%,13.20%,43.63,2.00,19.17,-4.02%,-16.21%,-2.73%,261.60M,24.80%,127.80%,Services,3.15%,1.35,Yes,15.30M,56.31M,19.23,TEDU,4.32% 3.22%,527323,TEDU_11-21-2017,1-bf34f4e4242742bf7606fa6af07bcba2,-0.04292751583391985,-0.0752990851513019,-0.0788177339901478,,
TELL_11-17-2017,-46.83%,131.20%,5.00 - 21.74,0.52,391.17K,0.94,0.85,-,0.08650000000000001,5.20,11-17-2017,0.00,-,-,-1.56,-,-,-,-,-,-16.20%,-173.10%,Aug 09 BMO,13,-,-,-176.60M,-,Oil & Gas Drilling & Exploration,25.00%,0.00%,9.40%,4.96%,0.00,2.19B,-,Yes,-,12.52,-,-,-,-,-,6.51%,5.35%,21.18%,-3.54%,-5.42%,110.28%,10.64,11.56,-,-,-,-,-,63.71,-,3.73,9.42%,7.07%,9.37%,-,-,-,Basic Materials,9.15%,14.50,Yes,61.98M,205.50M,4.80,TELL,4.93% 4.85%,112170,TELL_11-17-2017,1-8d053d545b79987d81148e688f918857,0.02076124567474058,0.03806228373702414,0.03460207612456756,0.044117647058823595,0.05017301038062283
TEVA_11-02-2017,-74.15%,-13.98%,13.26 - 44.13,0.62,26.27M,0.55,23.97,0.58,-0.1864,0.90,11-02-2017,1.44,1.10,7.85%,-6.03,-12.30%,-,-6.90%,1.05,3.69,-53.00%,-96.10%,Nov 02 BMO,56960,3.80,50.60%,-6145.00M,-,Drug Manufacturers - Other,2.70%,0.00%,60.00%,-0.47%,1.39,14.78B,-18.10%,Yes,-,0.58,23.99,-,6.10,0.63,-,-54.58%,-25.50%,-40.97%,0.65%,-61.32%,-67.49%,14.02,11.41,-26.30%,0.60,-6.70%,-21.20%,1.10%,25.48,2.90,11.78,-22.46%,-58.08%,-28.98%,23.37B,12.90%,3.60%,Healthcare,7.48%,2.60,Yes,912.42M,1.05B,20.02,TEVA,4.44% 3.68%,23018674,TEVA_11-02-2017,1-098cc11b81ebd478589830eb511aaa70,0.0017528483786151128,0.0473269062226116,0.007887817703768674,0.034180543382997364,0.01752848378615246
TEVA_11-27-2017,-61.94%,35.02%,10.85 - 38.49,0.73,24.98M,0.53,24.63,0.67,0.0693,1.00,11-27-2017,1.39,0.85,5.80%,-5.87,-21.98%,47.40%,-9.11%,0.75,2.98,-53.00%,-96.10%,Nov 02 BMO,56960,4.91,49.80%,-5963.00M,-,Drug Manufacturers - Other,2.70%,0.00%,55.70%,-7.50%,1.28,15.43B,-19.70%,Yes,-,0.59,21.89,-,9.34,0.66,-,-47.34%,7.01%,-8.04%,5.85%,-59.59%,-61.66%,13.70,14.65,-25.50%,0.70,-6.70%,-21.80%,1.10%,58.79,3.00,1.60,15.72%,-42.60%,-0.56%,23.42B,0.80%,3.60%,Healthcare,7.44%,2.72,Yes,912.43M,1.05B,14.26,TEVA,4.74% 5.62%,39983206,TEVA_11-27-2017,1-f7f4f973e844ed8d91bfbca848f3f92d,,,,,
TFX_11-02-2017,5.14%,87.55%,139.40 - 248.68,3.91,263.91K,1.05,52.42,15.03,0.0817,3.70,11-02-2017,0.85,1.36,0.56%,5.23,16.05%,33.80%,14.31%,2.00,9.62,11.40%,1.30%,Nov 02 BMO,12600,25.14,53.40%,245.80M,-,Medical Instruments & Supplies,0.10%,-18.10%,92.70%,0.19%,0.80,10.88B,16.10%,Yes,3.23,4.61,16.08,46.24,37.01,5.48,24.60%,19.17%,-1.04%,11.45%,-0.30%,49.99%,72.76%,241.71,261.45,12.40%,2.80,5.30%,11.10%,9.20%,76.36,1.60,3.51,8.33%,26.79%,11.75%,1.99B,11.60%,4.60%,Healthcare,2.56%,4.36,Yes,44.88M,45.00M,258.44,TFX,2.13% 1.53%,68827,TFX_11-02-2017,1-5c2a252ce02d96f395597fbd59a2a332,-0.017900172117039648,-0.015490533562822817,-0.0045132912602792175,-0.014687320711416985,-0.032319755211321466
